adsh,company_name,sector,rating,investment_grade,financial_score,accounts_receivable,cash,current_assets,current_liabilities,gross_profit,inventory,long_term_debt,net_income,operating_income,revenue,short_term_debt,stockholders_equity,total_assets,total_liabilities,current_ratio,debt_to_equity,return_on_assets,profit_margin
0000037996-22-000013,Company_1106,Utilities,BBB,1,2.04,11370000000.0,10963000000.0,3425000000.0,90727000000.0,,12065000000.0,71200000000.0,17937000000.0,4523000000.0,,46517000000.0,-8339000000.0,13796000000.0,-36000000.0,0.03775061448080505,-8.538194028060918,1.3001594665120324,
0000037996-22-000024,Company_1107,Technology,A,1,3.0,13031000000.0,2473000000.0,106142000000.0,18263000000.0,,14647000000.0,12489000000.0,-3110000000.0,1343000000.0,,45359000000.0,45084000000.0,826000000.0,28501000000.0,5.8118600448995235,0.2770162363587969,-3.765133171912833,
0000037996-22-000048,Company_1108,Financial,BB,0,1.16,15037000000.0,2284000000.0,100469000000.0,86452000000.0,,13976000000.0,17833000000.0,-2443000000.0,2868000000.0,,42286000000.0,-9473000000.0,71291000000.0,86452000000.0,1.1621362143154583,-1.8825081811464162,-0.034268000168324195,
0000037996-22-000073,Company_1109,Healthcare,B,0,0.04,14764000000.0,21548000000.0,3936000000.0,90167000000.0,,15213000000.0,19073000000.0,-141000000.0,4715000000.0,,1212000000.0,246919000000.0,4801000000.0,246919000000.0,0.0436523340024621,0.07724395449519883,-0.02936888148302437,
0000037996-23-000012,Company_1110,Energy,A,1,3.0,15729000000.0,25134000000.0,116476000000.0,25605000000.0,,14080000000.0,19200000000.0,-1981000000.0,6276000000.0,,730000000.0,31754000000.0,264000000.0,25605000000.0,4.548955282171451,0.6046482332934433,-7.503787878787879,
0000037996-23-000029,Company_1111,Consumer,AA+,1,4.0,14920000000.0,2438000000.0,115123000000.0,21827000000.0,,16212000000.0,41237000000.0,1757000000.0,2113000000.0,,47528000000.0,42366000000.0,371000000.0,1548000000.0,5.27433912127182,0.9733512722466129,4.735849056603773,
0000037996-23-000050,Company_1112,Industrial,AA+,1,4.0,14482000000.0,14945000000.0,121712000000.0,27749000000.0,,17703000000.0,19169000000.0,1917000000.0,2461000000.0,,410000000.0,43677000000.0,253000000.0,1721000000.0,4.3861760784172406,0.4388808755180072,7.5770750988142295,
0000037996-23-000068,Company_1113,Utilities,BBB,1,2.15,15129000000.0,2348000000.0,121361000000.0,100268000000.0,,18326000000.0,74691000000.0,0.0,1129000000.0,,48201000000.0,268073000000.0,142615000000.0,9195000000.0,1.210366218534328,0.2786218679240356,0.0,
0000037996-24-000009,Company_1114,Technology,B,0,0.43,15601000000.0,2298000000.0,11223000000.0,25992000000.0,,15651000000.0,36074000000.0,-18000000.0,5458000000.0,,49192000000.0,42773000000.0,0.0,17804000000.0,0.43178670360110805,0.8433825076566993,-inf,
0000037996-24-000075,Company_1115,Financial,BB,0,1.15,18698000000.0,8848000000.0,4202000000.0,27384000000.0,,18632000000.0,31910000000.0,1332000000.0,1225000000.0,,49063000000.0,42870000000.0,16726000000.0,274341000000.0,0.15344726847794332,0.7443433636575694,0.07963649408107139,
0000037996-24-000144,Company_1116,Healthcare,AA+,1,4.4,16802000000.0,2311000000.0,120518000000.0,27380000000.0,,17183000000.0,18694000000.0,3163000000.0,1883000000.0,,48853000000.0,43595000000.0,1603000000.0,963000000.0,4.401680058436815,0.4288106434224108,1.9731752963194011,
0000037996-24-000185,Company_1117,Energy,B,0,0.16,16469000000.0,23449000000.0,4360000000.0,27424000000.0,,18025000000.0,43579000000.0,0.0,3988000000.0,,52038000000.0,-8989000000.0,51884000000.0,242708000000.0,0.15898483080513418,-4.848036489042163,0.0,
0000038009-22-000012,Company_1118,Consumer,B,0,0.0,,3000000000.0,,,,,23101000000.0,0.0,,,,22000000.0,134945000000.0,134945000000.0,,1050.0454545454545,0.0,
0000038009-22-000039,Company_1119,Industrial,BB,0,1.0,,1700000000.0,,,,,12705000000.0,669000000.0,,,,0.0,0.0,133577000000.0,,inf,inf,
0000038009-22-000094,Company_1120,Utilities,BB,0,1.0,,2000000000.0,,,,,17924000000.0,0.0,,,,128250000000.0,128250000000.0,369000000.0,,0.13975828460038986,0.0,
0000038009-22-000149,Company_1121,Technology,BB,0,1.0,,500000000.0,,,,,33578000000.0,438000000.0,,,,127918000000.0,0.0,2015000000.0,,0.2624962866836567,inf,
0000038009-23-000013,Company_1122,Financial,B,0,0.0,,600000000.0,,,,,41758000000.0,0.0,,,,11877000000.0,5863000000.0,138576000000.0,,3.515871011198114,0.0,
0000038009-23-000039,Company_1123,Healthcare,B,0,0.0,,2900000000.0,,,,,12228000000.0,0.0,,,,12205000000.0,109955000000.0,126727000000.0,,1.0018844735764032,0.0,
0000038009-23-000045,Company_1124,Energy,BB,0,1.0,,2421000000.0,,,,,26401000000.0,0.0,,,,12509000000.0,143790000000.0,32000000.0,,2.1105603965145097,0.0,
0000038009-23-000052,Company_1125,Consumer,BB,0,1.12,,200000000.0,,,,,36582000000.0,765000000.0,,,,12624000000.0,2770000000.0,2432000000.0,,2.8978136882129277,0.27617328519855594,
0000038009-24-000016,Company_1126,Industrial,BB,0,1.0,,10658000000.0,,,,,51659000000.0,0.0,,,,5166000000.0,118611000000.0,-343000000.0,,9.999806426635695,0.0,
0000038009-24-000034,Company_1127,Utilities,B,0,0.0,,2900000000.0,,,,,14179000000.0,0.0,,,,13503000000.0,93000000.0,136206000000.0,,1.050062948974302,0.0,
0000038009-24-000045,Company_1128,Technology,BBB,1,1.96,,2300000000.0,,,,,28960000000.0,255000000.0,,,,-1003000000.0,5141000000.0,203000000.0,,-28.873379860418744,0.049601244893989496,
0000038009-24-000055,Company_1129,Financial,B,0,0.0,,500000000.0,,,,,35453000000.0,0.0,,,,5166000000.0,365000000.0,2670000000.0,,6.862756484707704,0.0,
0000038723-22-000104,Company_1130,Healthcare,BB,0,1.0,,46679743.0,,,,,4235736.0,1780961.0,,,,1146297011.0,-797136.0,24898612.0,,0.0036951470337559834,-2.2341996848718413,
0000038723-23-000037,Company_1131,Energy,BBB,1,1.78,,0.0,,70183179.0,,,5759655.0,16159627.0,,,,170000.0,5219242.0,1125774.0,,33.88032352941176,3.0961635808418158,
0000038723-23-000053,Company_1132,Consumer,B,0,0.0,,16344276.0,,,,,1310062.0,-6684964.0,,,,276154786.0,1481936.0,897700736.0,,0.004743940957807626,-4.510966735405577,
0000038723-23-000089,Company_1133,Industrial,BBB,1,1.98,,21138215.0,,,,,3248748.0,644139.0,,,,1182587180.0,961075000.0,17820767.0,,0.002747153068241447,0.0006702276097078791,
0000038723-23-000124,Company_1134,Utilities,BB,0,1.0,,14477962.0,,,,,5036497.0,3157161.0,,,,1187407602.0,119072000.0,1187407602.0,,0.0042415906648372624,0.026514722184896533,
0000038723-24-000047,Company_1135,Technology,BB,0,1.0,,0.0,,62987920.0,,,42093613.0,530089.0,,,,283368839.0,-71400000.0,-8792129.0,,0.14854707789518098,-0.00742421568627451,
0000038723-24-000084,Company_1136,Financial,BB,0,1.0,,21411563.0,,,,,2545529.0,2095166.0,,,,262576644.0,1756508.0,1231055890.0,,0.009694422783467367,1.1928018545887635,
0000038723-24-000117,Company_1137,Healthcare,BB,0,0.86,,12876624.0,,,,,4282334.0,-9585.0,,,,259181292.0,127000000.0,18205056.0,,0.016522542838469993,-7.547244094488188e-05,
0000038723-24-000152,Company_1138,Energy,BBB,1,1.99,,7346090.0,,,,,6777791.0,2173275.0,,,,170000.0,104000000.0,1446036.0,,39.86935882352941,0.020896875,
0000038725-22-000033,Company_1139,Consumer,BBB,1,1.85,196173000.0,-6102000.0,37963000.0,396014000.0,576089000.0,449975000.0,90535000.0,899000.0,139100000.0,,97981000.0,1575165000.0,363000000.0,89038000.0,0.09586277252824395,0.057476518333000035,0.0024765840220385676,
0000038725-22-000078,Company_1140,Industrial,BBB,1,2.05,229736000.0,38581000.0,37401000.0,491588000.0,145334000.0,527867000.0,89933000.0,354000.0,17700000.0,,194846000.0,4635000.0,951200000.0,24999000.0,0.07608200362905522,19.40302049622438,0.00037216148023549203,
0000038725-22-000148,Company_1141,Utilities,AA+,1,3.67,278924000.0,33225000.0,913183000.0,539527000.0,334622000.0,567143000.0,89846000.0,59364000.0,120923000.0,,223054000.0,986087000.0,1019300000.0,23407000.0,1.692562188731982,0.09111366441297776,0.058239968605906016,
0000038725-22-000182,Company_1142,Technology,BB,0,1.08,251543000.0,39523000.0,39049000.0,461808000.0,190595000.0,557604000.0,89225000.0,1101000.0,28600000.0,,179619000.0,-45900000.0,-1087000.0,1715007000.0,0.08455678550393236,-1.9438997821350763,-1.012879484820607,
0000038725-23-000035,Company_1143,Financial,AA+,1,4.1,230404000.0,45790000.0,858090000.0,405769000.0,691435000.0,544980000.0,89271000.0,1479000.0,172300000.0,,126756000.0,1694201000.0,360400000.0,5300000.0,2.11472537330353,0.05269209497574373,0.00410377358490566,
0000038725-23-000070,Company_1144,Healthcare,BB,0,1.08,276503000.0,51873000.0,39018000.0,486861000.0,162265000.0,600651000.0,88766000.0,37325000.0,52606000.0,,185280000.0,1803446000.0,227459000.0,1803446000.0,0.080141970706218,0.049220215077135664,0.1640955073221987,
0000038725-23-000151,Company_1145,Energy,BBB,1,1.51,299485000.0,53227000.0,39036000.0,432677000.0,350746000.0,574642000.0,88680000.0,59600000.0,50800000.0,,159841000.0,1020883000.0,55500000.0,32434000.0,0.09021972510671933,0.08686597778589711,1.0738738738738738,
0000038725-23-000182,Company_1146,Consumer,AA+,1,3.74,252315000.0,62507000.0,899498000.0,327920000.0,186253000.0,543540000.0,88036000.0,370000.0,25800000.0,,40351000.0,1063007000.0,-491000.0,327920000.0,2.743040985606245,0.08281789301481551,-0.7535641547861507,
0000038725-24-000038,Company_1147,Industrial,BB,0,1.13,222418000.0,84963000.0,37718000.0,287039000.0,697008000.0,508696000.0,88056000.0,1462000.0,92700000.0,,12355000.0,344717000.0,256000.0,33914000.0,0.1314037465292173,0.2554443209937427,5.7109375,
0000038725-24-000078,Company_1148,Utilities,AA+,1,3.85,262632000.0,65314000.0,901363000.0,316248000.0,163580000.0,532242000.0,87406000.0,133000.0,18800000.0,,24414000.0,1222979000.0,6712000.0,35785000.0,2.8501777086337303,0.07146974723196392,0.019815256257449343,
0000038725-24-000143,Company_1149,Technology,BB,0,1.1,299185000.0,58104000.0,35972000.0,346090000.0,363377000.0,525435000.0,87242000.0,232000.0,127085000.0,,42375000.0,1224896000.0,0.0,346090000.0,0.10393828194978184,0.07122400595642406,inf,
0000038725-24-000167,Company_1150,Financial,A,1,3.4,272003000.0,106273000.0,942483000.0,393165000.0,189663000.0,524647000.0,11581000.0,298000.0,200611000.0,,76402000.0,-228600000.0,0.0,31128000.0,2.3971691274655678,-0.050660542432195976,inf,
0000038777-22-000013,Company_1151,Healthcare,BB,0,1.0,,4178800000.0,,519400000.0,,,3393700000.0,12300000.0,557700000.0,,,50300000.0,323500000.0,11815300000.0,,67.46918489065607,0.03802163833075734,
0000038777-22-000099,Company_1152,Energy,B,0,0.0,,164800000.0,,504700000.0,,,3388000000.0,-57200000.0,463000000.0,,,7868300000.0,7868300000.0,12505200000.0,,0.43058856423878095,-0.007269677058576821,
0000038777-22-000138,Company_1153,Consumer,BB,0,1.0,,3806300000.0,,541700000.0,,,5437800000.0,40700000.0,404700000.0,,,0.0,200500000.0,27596000000.0,,inf,0.2029925187032419,
0000038777-22-000198,Company_1154,Industrial,BB,0,1.0,,378500000.0,,1464400000.0,,,5408000000.0,1291900000.0,1773900000.0,,,11474600000.0,42600000.0,281700000.0,,0.471301831872135,30.326291079812208,
0000038777-23-000009,Company_1155,Utilities,B,0,0.0,,3547800000.0,,1057700000.0,,,6164500000.0,-1500000.0,194000000.0,,,11666300000.0,426600000.0,6779900000.0,,0.5284023212158097,-0.0035161744022503515,
0000038777-23-000072,Company_1156,Technology,BB,0,1.0,,807300000.0,,501200000.0,,,7153100000.0,60700000.0,255100000.0,,,12260100000.0,5070400000.0,29085700000.0,,0.5834454857627589,0.011971442095298202,
0000038777-23-000106,Company_1157,Financial,BBB,1,1.86,,201500000.0,,1461200000.0,,,7988700000.0,68500000.0,764000000.0,,,11948100000.0,9300000.0,1300000.0,,0.6686167675195219,7.365591397849462,
0000038777-23-000169,Company_1158,Healthcare,BB,0,1.0,,-49800000.0,,349700000.0,,,8013200000.0,882800000.0,1102300000.0,,,30121200000.0,12800000.0,30121200000.0,,0.26603189779955644,68.96875,
0000038777-24-000006,Company_1159,Energy,BB,0,0.98,,256000000.0,,467200000.0,,,7839600000.0,-4500000.0,206500000.0,,,1038700000.0,29865800000.0,467200000.0,,7.547511312217194,-0.000150674015094188,
0000038777-24-000069,Company_1160,Consumer,BB,0,1.0,,3300200000.0,,744400000.0,,,3041000000.0,52300000.0,129300000.0,,,1255500000.0,55100000.0,18072100000.0,,2.4221425726802073,0.9491833030852994,
0000038777-24-000115,Company_1161,Industrial,BB,0,1.0,,733200000.0,,716600000.0,,,9607700000.0,95300000.0,222500000.0,,,1241000000.0,1600000.0,33254900000.0,,7.741901692183723,59.5625,
0000038777-24-000206,Company_1162,Utilities,BB,0,1.0,,335100000.0,,1801300000.0,,,1193400000.0,15200000.0,407600000.0,,,13243000000.0,389200000.0,1801300000.0,,0.09011553273427471,0.03905447070914697,
0000039263-22-000008,Company_1163,Technology,BB,0,1.0,,,,,,,,435922000.0,,,,145452000.0,697000.0,34647000.0,,,625.4261119081779,
0000039263-22-000022,Company_1164,Financial,BB,0,1.0,,,,,,,,97433000.0,,,,3776292000.0,-130000.0,18114430000.0,,,-749.4846153846154,
0000039263-22-000032,Company_1165,Healthcare,BB,0,1.0,,,,,,,,204991000.0,,,,-874206000.0,110000.0,681205000.0,,,1863.5545454545454,
0000039263-22-000041,Company_1166,Energy,BB,0,1.0,,,,,,,,9550000.0,,,,642000.0,395000.0,71187000.0,,,24.17721518987342,
0000039263-23-000008,Company_1167,Consumer,BB,0,1.0,,,,,,,,551795000.0,,,,3378200000.0,2585000.0,3378200000.0,,,213.4603481624758,
0000039263-23-000043,Company_1168,Industrial,BBB,1,1.99,,,,,,,,175984000.0,,,,644000.0,51245658000.0,482264000.0,,,0.0034341250921199997,
0000039263-23-000064,Company_1169,Utilities,BB,0,1.0,,,,,,,,328757000.0,,,,-27623000.0,178000.0,14904614000.0,,,1846.9494382022472,
0000039263-23-000072,Company_1170,Technology,BB,0,1.0,,,,,,,,152397000.0,,,,145452000.0,583000.0,784277000.0,,,261.401372212693,
0000039263-24-000013,Company_1171,Financial,BB,0,1.0,,,,,,,,597973000.0,,,,3657688000.0,3977709000.0,26994474000.0,,,0.15033100711992758,
0000039263-24-000039,Company_1172,Healthcare,B,0,0.0,,,,,,,,-3586000.0,,,,145452000.0,1870144000.0,49505424000.0,,,-0.001917499401115636,
0000039263-24-000057,Company_1173,Energy,B,0,0.0,,,,,,,,-11753000.0,,,,48842693000.0,48842693000.0,48842693000.0,,,-0.0002406296475094033,
0000039263-24-000069,Company_1174,Consumer,B,0,0.0,,,,,,,,-3392000.0,,,,3889387000.0,343000.0,46872887000.0,,,-9.889212827988338,
0000039311-22-000060,Company_1175,Industrial,BB,0,1.0,,70632000.0,,,,,,48265000.0,,,,332308000.0,126224000.0,1376765000.0,,,0.3823757763975155,
0000039311-23-000035,Company_1176,Utilities,BB,0,1.0,,10502000.0,,,,,0.0,31281000.0,,,,370418000.0,6220000.0,4652191000.0,,0.0,5.029099678456592,
0000039311-23-000059,Company_1177,Technology,BB,0,1.0,,227019000.0,,,,,,10568000.0,,,,367714000.0,2415000.0,1192396000.0,,,4.375983436853002,
0000039311-23-000077,Company_1178,Financial,BB,0,1.0,,129192000.0,,,,,,14790000.0,,,,137431000.0,10159000.0,1155537000.0,,,1.4558519539324737,
0000039311-23-000091,Company_1179,Healthcare,BB,0,1.0,,127461000.0,,,,,,17543000.0,,,,374998000.0,598000.0,1141641000.0,,,29.336120401337794,
0000039311-24-000035,Company_1180,Energy,B,0,0.28,,169781000.0,,,,,,-520000.0,,,,430407000.0,4419000.0,3186000.0,,,-0.11767368182846798,
0000039311-24-000056,Company_1181,Consumer,B,0,0.0,,161844000.0,,,,,,-213000.0,,,,415570000.0,1875000.0,4815685000.0,,,-0.1136,
0000039311-24-000073,Company_1182,Industrial,BB,0,1.0,,214348000.0,,,,,,-213000.0,,,,-49482000.0,5277500000.0,-1451000.0,,,-4.0360018948365703e-05,
0000039311-24-000090,Company_1183,Utilities,BB,0,1.0,,121560000.0,,,,,,794000.0,,,,5259268000.0,5259268000.0,5259268000.0,,,0.00015097158007540212,
0000039899-22-000007,Company_1184,Technology,BBB,1,2.2,642280000.0,56989000.0,19724000.0,91098000.0,,,137000000.0,476955000.0,802216000.0,,,27941000.0,6917646000.0,91098000.0,0.21651408373400075,4.903188862245446,0.06894758708381435,
0000039899-22-000013,Company_1185,Financial,BB,0,1.08,641960000.0,43316000.0,30589000.0,379795000.0,,,3066783000.0,134234000.0,209137000.0,,,-5101472000.0,2426488000.0,3838671000.0,0.08054081807290775,-0.6011564897347276,0.055320281822947404,
0000039899-22-000024,Company_1186,Healthcare,BB,0,1.1,615824000.0,200770000.0,36867000.0,370726000.0,,,3067608000.0,131569000.0,430158000.0,,,-687000.0,14999000.0,6965478000.0,0.09944541251490319,-4465.222707423581,8.771851456763784,
0000039899-22-000031,Company_1187,Energy,AA+,1,3.71,589510000.0,376641000.0,1071051000.0,395031000.0,,,3068446000.0,146065000.0,232258000.0,,,0.0,407000.0,395031000.0,2.711308732732368,inf,358.8820638820639,
0000039899-23-000008,Company_1188,Consumer,AA+,1,4.31,658318000.0,551681000.0,1303708000.0,391024000.0,,,3069316000.0,729000.0,990632000.0,,,-125533000.0,5568135000.0,3848732000.0,3.3340869102663775,-24.45027204002135,0.0001309235498061739,
0000039899-23-000018,Company_1189,Industrial,BB,0,1.25,637435000.0,683179000.0,35915000.0,73560000.0,,,3070164000.0,-299000.0,173555000.0,,,-124455000.0,2368858000.0,557387000.0,0.48824089178901575,-24.66886826563818,-0.00012622115804324278,
0000039899-23-000037,Company_1190,Utilities,B,0,0.1,593410000.0,489373000.0,33257000.0,332744000.0,,,3071026000.0,-12000.0,281599000.0,,,-123999000.0,39000.0,4193009000.0,0.099947707546943,-24.766538439826128,-0.3076923076923077,
0000039899-23-000044,Company_1191,Technology,BBB,1,1.86,607316000.0,553030000.0,32320000.0,357636000.0,,,3071899000.0,96183000.0,134657000.0,,,-5376524000.0,276780000.0,63462000.0,0.09037121542574014,-0.5713540942065914,0.3475070453067418,
0000039899-24-000006,Company_1192,Financial,B,0,0.06,624445000.0,361036000.0,24008000.0,423372000.0,,,0.0,-377000.0,733545000.0,,,-120142000.0,24008000.0,423372000.0,0.05670663152027059,-0.0,-0.015703098967010998,
0000039911-22-000012,Company_1193,Healthcare,BB,0,1.31,,877000000.0,1270000000.0,4077000000.0,6637000000.0,,1484000000.0,256000000.0,810000000.0,0.0,,43000000.0,0.0,445000000.0,0.3115035565366691,34.51162790697674,inf,inf
0000039911-22-000037,Company_1194,Energy,AA+,1,3.91,,845000000.0,5005000000.0,1127000000.0,1096000000.0,,1485000000.0,-162000000.0,-197000000.0,482000000.0,,2389000000.0,12257000000.0,1127000000.0,4.440993788819876,0.621598995395563,-0.01321693726034103,-0.3360995850622407
0000039911-22-000071,Company_1195,Consumer,BBB,1,1.64,,708000000.0,4949000000.0,3614000000.0,1330000000.0,,1485000000.0,-211000000.0,-28000000.0,460000000.0,,0.0,4949000000.0,3614000000.0,1.3693967902600996,inf,-0.042634875732471204,-0.45869565217391306
0000039911-22-000093,Company_1196,Industrial,BBB,1,2.06,,679000000.0,1316000000.0,1245000000.0,1509000000.0,,1486000000.0,282000000.0,186000000.0,11373000000.0,,2468000000.0,1316000000.0,6048000000.0,1.057028112449799,0.6021069692058347,0.21428571428571427,0.024795568451595886
0000039911-23-000015,Company_1197,Utilities,B,0,0.31,,1215000000.0,1013000000.0,3256000000.0,5359000000.0,,0.0,-202000000.0,-69000000.0,1428000000.0,,27000000.0,-161000000.0,544000000.0,0.31111793611793614,0.0,1.2546583850931676,-0.14145658263305322
0000039911-23-000043,Company_1198,Technology,BB,0,1.47,,1170000000.0,4283000000.0,2918000000.0,1214000000.0,,1487000000.0,-18000000.0,-10000000.0,1000000.0,,10932000000.0,880000000.0,2918000000.0,1.4677861549006168,0.13602268569337725,-0.020454545454545454,-18.0
0000039911-23-000110,Company_1199,Financial,AA+,1,4.0,,1350000000.0,4239000000.0,1007000000.0,1333000000.0,,1487000000.0,99000000.0,106000000.0,6824000000.0,,18000000.0,-64000000.0,1007000000.0,4.209533267130089,82.61111111111111,-1.546875,0.014507620164126612
0000039911-23-000132,Company_1200,Healthcare,BBB,1,2.37,,1351000000.0,646000000.0,1078000000.0,1556000000.0,,1488000000.0,317000000.0,250000000.0,1702000000.0,,2460000000.0,646000000.0,147000000.0,0.5992578849721707,0.6048780487804878,0.4907120743034056,0.1862514688601645
0000039911-24-000066,Company_1201,Energy,BBB,1,2.15,,1873000000.0,527000000.0,3096000000.0,5775000000.0,,1488000000.0,502000000.0,560000000.0,0.0,,11044000000.0,527000000.0,12000000.0,0.17021963824289404,0.13473379210431002,0.952561669829222,inf
0000039911-24-000128,Company_1202,Consumer,BBB,1,2.19,,1532000000.0,514000000.0,2806000000.0,1397000000.0,,1489000000.0,158000000.0,205000000.0,14000000.0,,47000000.0,514000000.0,-2000000.0,0.18317890235210263,31.680851063829788,0.30739299610894943,11.285714285714286
0000039911-24-000179,Company_1203,Industrial,A,1,3.49,,1900000000.0,4809000000.0,3224000000.0,2980000000.0,,1489000000.0,364000000.0,293000000.0,547000000.0,,11509000000.0,4809000000.0,-7000000.0,1.4916253101736974,0.12937700929707185,0.07569141193595343,0.6654478976234004
0000039911-24-000202,Company_1204,Utilities,AA+,1,4.92,,1969000000.0,5130000000.0,1135000000.0,4615000000.0,,1489000000.0,274000000.0,853000000.0,20000000.0,,2889000000.0,960000000.0,75000000.0,4.5198237885462555,0.5154032537210107,0.28541666666666665,13.7
0000040211-22-000023,Company_1205,Technology,BB,0,1.0,,-1800000.0,,130900000.0,,,1491900000.0,5000000.0,,195500000.0,,9541700000.0,0.0,9541700000.0,,0.156355785656644,inf,0.02557544757033248
0000040211-22-000058,Company_1206,Financial,BB,0,1.0,,649300000.0,,170500000.0,,,395900000.0,75800000.0,,223700000.0,,2808100000.0,1500000.0,7847800000.0,,0.1409850076564225,50.53333333333333,0.33884666964684845
0000040211-22-000094,Company_1207,Healthcare,BB,0,1.0,,200000.0,,166500000.0,,,395100000.0,2600000.0,,221800000.0,,9524200000.0,73800000.0,9524200000.0,,0.04148379916423427,0.03523035230352303,0.011722272317403066
0000040211-22-000124,Company_1208,Energy,BB,0,1.0,,596300000.0,,184500000.0,,,837800000.0,29100000.0,,13100000.0,,787900000.0,292600000.0,7934900000.0,,1.0633329102678004,0.09945317840054682,2.2213740458015265
0000040211-23-000023,Company_1209,Consumer,BB,0,1.0,,300000.0,,202200000.0,,,250000000.0,73900000.0,,275300000.0,,4676800000.0,25100000.0,473600000.0,,0.05345535408826548,2.944223107569721,0.26843443516164184
0000040211-23-000051,Company_1210,Industrial,BB,0,1.0,,200000.0,,174700000.0,,,250000000.0,77400000.0,,238900000.0,,2101500000.0,0.0,95400000.0,,0.11896264572924102,inf,0.32398493093344494
0000040211-23-000132,Company_1211,Utilities,BB,0,1.0,,200000.0,,202800000.0,,,585400000.0,63300000.0,,240400000.0,,2178900000.0,0.0,10590100000.0,,0.2686676763504521,inf,0.26331114808652245
0000040211-23-000162,Company_1212,Technology,BB,0,1.0,,203100000.0,,221600000.0,,,500000000.0,52500000.0,,228700000.0,,1424900000.0,0.0,1072200000.0,,0.35090181767141554,inf,0.22955837341495408
0000040211-24-000023,Company_1213,Financial,BB,0,1.0,,450700000.0,,170000000.0,,,500000000.0,150600000.0,,548100000.0,,816100000.0,0.0,170000000.0,,0.6126700159294204,inf,0.27476737821565406
0000040211-24-000039,Company_1214,Healthcare,BB,0,1.0,,479100000.0,,208200000.0,,,300000000.0,74300000.0,,379900000.0,,-177400000.0,36100000.0,99900000.0,,-1.6910935738444195,2.0581717451523547,0.19557778362727032
0000040211-24-000067,Company_1215,Energy,BB,0,1.0,,823600000.0,,209100000.0,,,1285000000.0,44400000.0,,19200000.0,,12222600000.0,0.0,12222600000.0,,0.10513311406738338,inf,2.3125
0000040211-24-000088,Company_1216,Consumer,BB,0,1.0,,503700000.0,,210100000.0,,,1297000000.0,207700000.0,,1172000000.0,,-94500000.0,30400000.0,108800000.0,,-13.724867724867725,6.832236842105263,0.17721843003412968
0000040533-22-000007,Company_1217,Industrial,BB,0,1.43,429000000.0,1603000000.0,1505000000.0,3540000000.0,,5340000000.0,10490000000.0,3257000000.0,874000000.0,,1005000000.0,-19619000000.0,1505000000.0,7964000000.0,0.4251412429378531,-0.5346857638003976,2.1641196013289035,
0000040533-22-000013,Company_1218,Utilities,BB,0,1.41,3015000000.0,2907000000.0,1436000000.0,3478000000.0,,5548000000.0,10491000000.0,730000000.0,105000000.0,,1005000000.0,18014000000.0,1926000000.0,18826000000.0,0.41288096607245545,0.5823803708226934,0.3790238836967809,
0000040533-22-000039,Company_1219,Technology,AA+,1,4.0,3213000000.0,2223000000.0,20579000000.0,3313000000.0,,6158000000.0,9741000000.0,1496000000.0,211000000.0,,1754000000.0,17381000000.0,147000000.0,18364000000.0,6.211590703290069,0.5604395604395604,10.17687074829932,
0000040533-22-000048,Company_1220,Financial,BBB,1,2.34,2794000000.0,2496000000.0,21005000000.0,15659000000.0,,6257000000.0,9239000000.0,2398000000.0,285000000.0,,2252000000.0,36774000000.0,1000000.0,17806000000.0,1.3414011111820678,0.25123728721379235,2398.0,
0000040533-23-000014,Company_1221,Healthcare,BBB,1,2.37,3008000000.0,1242000000.0,21063000000.0,15341000000.0,,6322000000.0,0.0,3390000000.0,1075000000.0,,1253000000.0,-20721000000.0,11032000000.0,15341000000.0,1.3729874193338114,-0.0,0.30728788977519944,
0000040533-23-000027,Company_1222,Energy,AA+,1,4.43,2936000000.0,2038000000.0,21588000000.0,3262000000.0,,7006000000.0,9245000000.0,730000000.0,245000000.0,,1257000000.0,-20796000000.0,30508000000.0,17525000000.0,6.618025751072961,-0.4445566455087517,0.023928149993444343,
0000040533-23-000060,Company_1223,Consumer,BBB,1,2.39,3167000000.0,1154000000.0,21825000000.0,15686000000.0,,7642000000.0,750000000.0,744000000.0,1900000000.0,,508000000.0,19478000000.0,0.0,8145000000.0,1.3913680989417314,0.03850497997741041,inf,
0000040533-23-000070,Company_1224,Industrial,AA+,1,4.0,3132000000.0,1352000000.0,22779000000.0,3289000000.0,,8282000000.0,1250000000.0,836000000.0,211000000.0,,7000000.0,-21124000000.0,1681000000.0,3289000000.0,6.925813317117665,-0.05917439878810831,0.49732302201070794,
0000040533-24-000007,Company_1225,Utilities,AA+,1,4.0,489000000.0,1913000000.0,23615000000.0,3266000000.0,,8578000000.0,0.0,3315000000.0,1147000000.0,,507000000.0,3760000000.0,255000000.0,3266000000.0,7.230557256582976,0.0,13.0,
0000040533-24-000014,Company_1226,Technology,BBB,1,1.62,3119000000.0,1036000000.0,1929000000.0,3111000000.0,,9589000000.0,8752000000.0,799000000.0,232000000.0,,507000000.0,-21114000000.0,2806000000.0,3111000000.0,0.6200578592092575,-0.4145116983991664,0.28474697077690664,
0000040533-24-000035,Company_1227,Financial,BB,0,1.08,3152000000.0,1362000000.0,1544000000.0,18257000000.0,,9686000000.0,0.0,1704000000.0,477000000.0,,2004000000.0,40191000000.0,1544000000.0,15149000000.0,0.08457030180204853,0.0,1.1036269430051813,
